,time,open,high,low,close,volume
2348,2022-04-28 07:20:00,904.93,906.52,904.02,906.5,4368
2349,2022-04-28 07:15:00,906.0,906.0,904.93,904.96,8532
2350,2022-04-28 07:10:00,904.89,906.96,904.78,906.96,18251
2351,2022-04-28 07:05:00,901.5,904.03,901.0,904.03,13887
2352,2022-04-28 07:00:00,901.0,902.0,901.0,902.0,1066
2353,2022-04-28 06:55:00,901.0,901.0,901.0,901.0,713
2354,2022-04-28 06:50:00,901.33,901.33,901.0,901.0,1837
2355,2022-04-28 06:45:00,901.3,902.0,901.3,902.0,1413
2356,2022-04-28 06:40:00,901.0,901.31,901.0,901.31,1190
2357,2022-04-28 06:35:00,902.0,902.0,902.0,902.0,607
2358,2022-04-28 06:30:00,902.0,903.0,901.15,901.15,3080
2359,2022-04-28 06:25:00,900.51,900.51,900.01,900.01,1372
2360,2022-04-28 06:20:00,903.0,903.0,903.0,903.0,5029
2361,2022-04-28 06:15:00,904.98,904.98,903.0,903.0,1785
2362,2022-04-28 06:10:00,904.8,904.8,904.8,904.8,339
2363,2022-04-28 06:05:00,904.35,904.35,904.35,904.35,504
2364,2022-04-28 05:55:00,905.0,905.0,905.0,905.0,419
2365,2022-04-28 05:50:00,904.0,905.5,904.0,905.5,1312
2366,2022-04-28 05:45:00,904.88,904.88,904.88,904.88,544
2367,2022-04-28 05:40:00,903.01,903.01,903.01,903.01,1408
2368,2022-04-28 05:35:00,905.0,905.0,905.0,905.0,390
2369,2022-04-28 05:30:00,905.5,905.5,903.8,903.8,3200
2370,2022-04-28 05:25:00,906.0,906.0,906.0,906.0,1132
2371,2022-04-28 05:20:00,906.5,906.5,906.0,906.0,1607
2372,2022-04-28 05:15:00,907.0,907.03,906.5,906.5,2348
2373,2022-04-28 05:10:00,909.5,909.5,908.0,908.0,1782
2374,2022-04-28 05:05:00,909.99,909.99,908.4,908.4,4280
2375,2022-04-28 04:35:00,907.8,907.8,907.8,907.8,1509
2376,2022-04-28 04:30:00,908.85,910.0,907.8,908.47,5444
2377,2022-04-28 04:25:00,907.99,909.0,907.99,909.0,2236
2378,2022-04-28 04:20:00,908.87,909.33,907.0,907.0,3939
2379,2022-04-28 04:15:00,907.0,909.09,904.95,909.0,9234
2380,2022-04-28 04:10:00,909.2,909.2,906.5,908.63,11257
2381,2022-04-28 04:05:00,901.49,915.0,901.49,910.0,17225
2382,2022-04-27 20:00:00,895.87,896.5,895.25,896.0,9190
2383,2022-04-27 19:55:00,894.88,895.5,894.88,895.21,3792
2384,2022-04-27 19:50:00,895.04,895.2,894.88,894.88,3658
2385,2022-04-27 19:45:00,895.26,895.43,895.04,895.04,1785
2386,2022-04-27 19:35:00,895.11,896.35,895.01,895.01,3075
2387,2022-04-27 19:30:00,896.2,896.5,896.06,896.5,1868
2388,2022-04-27 19:25:00,895.97,896.2,895.56,896.2,5023
2389,2022-04-27 19:20:00,895.75,895.75,895.7,895.73,1047
2390,2022-04-27 19:15:00,895.18,895.49,895.18,895.4,2167
2391,2022-04-27 19:10:00,895.2,895.5,895.0,895.0,2309
